Initial Error,Final Error
0.0616250372106,0.0326107649766
0.0984265166584,0.0342519690711
0.17090340282,0.0924535461116
0.0729907242282,0.0226437251436
0.0733218818897,0.0219857549003
0.0847575405224,0.021645771545
0.0789132466194,0.0345876781503
0.0800025079402,0.0227102289167
0.195473114178,0.0256092041609
0.0899345598335,0.0349010571874
0.0639394645647,0.0348196805949
0.0737097491873,0.0374631118297
0.0751376174985,0.0219083646442
0.0804280853804,0.0409321802011
0.13147842539,0.0498453971439
0.142563415634,0.0220827712758
0.030208392302,0.0149694015953
0.0968137230046,0.0129307029324
0.121604444396,0.0168701598537
0.0603219301832,0.0182378269524
0.027478695422,0.015260891605
0.111608520974,0.0236620082455
0.111683876337,0.0253823039426
0.101826344491,0.0339523728514
0.0890154790766,0.0396676911696
0.14987842599,0.0247758774817
0.0917926386091,0.0250999455564
0.123777685787,0.0244364653382
0.140623805383,0.0261918017308
0.0940432419187,0.0395667326482
0.106106126594,0.0546335606299
0.0773024605914,0.0177500975937
0.0675905015799,0.017635377152
0.0919469239755,0.0205595706222
0.0785865313812,0.022742404142
0.129939637686,0.0261278694588
0.0596883380609,0.0253659750055
0.0856817471126,0.0205987536241
0.0605540408126,0.0284091325263
0.0752852321169,0.037279727487
0.133016611263,0.0492745597262
0.0658155723938,0.0259512876098
0.0903604515548,0.0239531283205
0.10172469586,0.0390410471155
0.166174977218,0.0621017424762
0.131670911082,0.0197835447964
0.0671004968958,0.0379299545439
0.100545872374,0.0207962104602
0.0913834536514,0.0321553234339
0.125881163442,0.0287452654384
0.0964189964829,0.0233899859222
0.0916256812594,0.0277133509475
0.087314788978,0.0347405465637
0.0426652810904,0.0189422242688
0.127960707343,0.0809841020084
0.101614486728,0.0320558750144
0.0841732033625,0.021089911785
0.0553989924927,0.0192708544139
0.0801308014793,0.0363686393514
0.089530808149,0.0264216766591
0.103861573199,0.0243566512974
0.0598492326915,0.0188605721717
0.0824021192247,0.0208397198878
0.0756087773467,0.0168723945862
0.133815132059,0.0914349873361
0.106642263971,0.0262099390516
0.070554004677,0.0228763590132
0.0683060797242,0.0286284283258
0.104898108517,0.0209170394954
0.122333092556,0.0727608930697
0.12739602827,0.0464956962826
0.0651571633888,0.0233011189471
0.136279544021,0.0729581546943
0.117825706749,0.0338103582431
0.104228526234,0.0177081961799
0.0959199353116,0.0323610511218
0.0653987197824,0.0164626292565
0.0974596327491,0.0224953353179
0.0859949416932,0.0249776102869
0.0790261053169,0.018348276966
0.0648819536758,0.0165302757047
0.0658952627703,0.0199408868981
0.0450459606725,0.0171033281471
0.0932386718821,0.029634733465
0.082385945225,0.023190318757
0.151697483862,0.0424581914047
0.10309001782,0.0291610874638
0.109519286519,0.0293860056148
0.0968929712586,0.0300479630615
0.0860961255606,0.02962583291
0.0877098709383,0.01711989827
0.124828256022,0.0175305657707
0.135347910353,0.0269630488383
0.107772688367,0.0242630532939
0.12646151218,0.0256224217095
0.113694383423,0.0574195098448
0.0513024410774,0.0149299173565
0.0632715073392,0.0389484915917
0.0472739068091,0.0237730499079
0.0823899814158,0.0195897901551
0.0927225662995,0.0397329824065
0.115546062431,0.0205587323243
0.0885776115909,0.0314492769457
0.088068592167,0.0247756550934
0.0884636139778,0.0186091746067
0.119501880778,0.0641203045056
0.0485211480318,0.0213143457244
0.103182664792,0.0252475776498
0.130812200184,0.0311967177596
0.0788021123619,0.023809910376
0.0505680744473,0.0169870631233
0.0675799235554,0.0142576333768
0.0410943651494,0.0149752271962
0.0613315823117,0.0170783574068
0.103665067826,0.0264396770856
0.0547752434945,0.0292854115646
0.0977386200992,0.0258686514203
0.10231488939,0.0232029413902
0.110698219823,0.0220952660553
0.0746367697919,0.0278562645636
0.0408817433905,0.0199615387053
0.116657230851,0.0209366254658
0.110994965115,0.0250750582685
0.0910021564115,0.0196863144359
0.0960996215419,0.0154460749017
0.0962430976261,0.0225829128411
0.100146462514,0.0269362929343
0.167464117834,0.0724971098845
0.0685360704266,0.0364855746733
0.0514258487901,0.0268583319202
0.0384979505383,0.0151723523574
0.0892275102055,0.024706021402
0.0808216339469,0.0185337890927
0.0346026158065,0.0218119476031
0.0995173470767,0.0281684992454
0.0665810396246,0.0277256720418
0.0850550192067,0.0392681311659
0.121060208593,0.031486295637
0.0564550455666,0.0204620096028
0.105543858495,0.0562373346811
0.101518918384,0.0204907977971
0.0959054345646,0.0166767979159
0.0786171171161,0.0174152500351
0.0820367790442,0.0224363044635
0.115498446654,0.039927876775
0.0785414085081,0.0229643697399
0.0597320711405,0.0235334316187
0.183031163845,0.036804990399
0.122059589775,0.0267389162105
0.196358416366,0.0323725699607
0.0918230793943,0.0316894323462
0.109654674429,0.0223745748073
0.0599028184532,0.0251960378339
0.0916025219174,0.0230263152072
0.109987672,0.0658436992147
0.0815233118407,0.0233212827389
0.124423417568,0.0231138242802
0.110962099174,0.0437541453745
0.0692173579749,0.0521547915814
0.102748978668,0.0282849774081
0.0527150035917,0.0294048705783
0.0629683686645,0.0338976415125
0.126867314633,0.0397897747294
0.0766149413804,0.0193013594498
0.109211367111,0.0560773315867
0.0727135033592,0.0230312924477
0.0782051722323,0.0268326319291
0.0796163717015,0.030182691732
0.0994008949673,0.0300620407853
0.0376051899085,0.0242788709711
0.0544650404764,0.0191299337156
0.107985520406,0.0171653980867
0.117841666256,0.0450883486115
0.113969429051,0.0281757512888
0.115259207295,0.0252027438817
0.116974080079,0.05222158102
0.131126705055,0.0273125343677
0.0617573996222,0.0245639455509
0.102666601587,0.0209744995259
0.0675004365012,0.0226567771979
0.111822535805,0.0260048496937
0.092410166519,0.0298902653366
0.110052815917,0.0445047302673
0.0956693168644,0.0253588962503
0.0828608396506,0.023724629198
0.0874127802045,0.0694656969818
0.0694787098736,0.0266664650408
0.102729858991,0.0323989588114
0.100631256885,0.0266512317997
0.0889209313292,0.0475816606052
0.108427395386,0.0187106433646
0.102266702844,0.0231827602156
0.108410945159,0.0267648829571
0.0952236760159,0.0189468505796
0.0518738047846,0.0168988759148
0.112432822779,0.0426873149319
0.0664360922481,0.0227224661484
0.0688730114536,0.0293858989732
0.0888026206726,0.0256347066142
0.0930447692341,0.0269271898311
0.116344232208,0.0301251054604
0.113938859719,0.0531636314775
0.0796353472363,0.0225668046157
0.0926577267309,0.0384278169673
0.129903627705,0.0398061149444
0.0957388826593,0.0208964880556
0.0980553742939,0.029159949587
0.112783154069,0.0565378012941
0.0799164360184,0.0474716384174
0.10386675517,0.0418379249377
0.0961705082416,0.0194472366842
0.0786013099171,0.0231886096066
0.070330665415,0.0172043406987
0.0841091942626,0.0193712339104
0.0852506445224,0.0219124010595
0.116413605085,0.0175944521173
0.0885612208109,0.0188416369473
0.118590205232,0.0183504260298
0.119512879178,0.0188500490911
0.0668761762983,0.0323513809444
0.0575313232522,0.0276289586107
0.100005867523,0.0191503368533
0.0640063546838,0.0290009899668
0.0962950358824,0.0268679207793
0.0888507410793,0.0536670785416
0.135532543738,0.0394772503049
0.0610039140612,0.0249572268373
0.094933148691,0.0373615008616
0.0956955085285,0.0297202113116
0.0468238117397,0.0262415521686
0.10130030184,0.0207748650336
0.104464296088,0.0495690059283
0.080645400971,0.0136105639452
0.0989881903079,0.0191119362326
0.0712944756553,0.0179548972521
0.126626069821,0.0222627683023
0.0792563284655,0.0288606545664
0.0395390111728,0.0158299593996
0.0668396825579,0.0183962777023
0.0866573403738,0.0323192688211
0.0445168963392,0.0245253023633
0.0637753151286,0.0281834686835
0.107380273087,0.0272700992786
0.139177440335,0.0293350886152
0.133168286182,0.0278433208096
0.143626033241,0.236405421446
0.0807501197612,0.0211587750849
0.0863434713228,0.032910788055
0.122891865179,0.0237840940994
0.0604084510229,0.0276399119866
0.0821837001072,0.0250145378839
0.112985646544,0.0191585176061
0.106902040425,0.0844841860812
0.0844649853734,0.0285961852318
0.087647560344,0.0295768353528
0.0600806231974,0.0220528895924
0.101697407169,0.0706517126921
0.042867664082,0.0188885011888
0.0923740178054,0.0259124287117
0.113131154939,0.0152570783673
0.143635178499,0.0546297855831
